itemID,userID,rating,timestamp,rt
1954,1,5.0,964982176,0.5
2947,1,5.0,964982176,0.5
2948,1,5.0,964982191,15.0
2000,1,4.0,964982211,20.0
6,1,4.0,964982224,13.0
2427,1,5.0,964982242,18.0
2529,1,5.0,964982242,0.5
2993,1,5.0,964982242,0.5
592,1,4.0,964982271,29.0
2991,1,5.0,964982271,0.5
3527,1,4.0,964982271,0.5
3639,1,4.0,964982271,0.5
1275,1,5.0,964982290,19.0
1573,1,5.0,964982290,0.5
2916,1,4.0,964982290,0.5
316,1,3.0,964982310,20.0
1408,1,3.0,964982310,0.5
2273,1,4.0,964982310,0.5
2406,1,4.0,964982310,0.5
2528,1,3.0,964982328,18.0
3441,1,5.0,964982328,0.5
480,1,4.0,964982346,18.0
1587,1,5.0,964982346,0.5
423,1,3.0,964982363,17.0
3729,1,5.0,964982363,0.5
2640,1,4.0,964982377,14.0
70,1,3.0,964982400,23.0
733,1,4.0,964982400,0.5
1049,1,5.0,964982400,0.5
2058,1,5.0,964982400,0.5
3740,1,4.0,964982417,17.0
2366,1,4.0,964982462,45.0
919,1,5.0,964982475,13.0
2987,1,5.0,964982495,20.0
3168,1,4.0,964982495,0.5
1127,1,4.0,964982513,18.0
2414,1,3.0,964982513,0.5
2115,1,5.0,964982529,16.0
590,1,4.0,964982546,17.0
349,1,4.0,964982563,17.0
648,1,3.0,964982563,0.5
2046,1,4.0,964982563,0.5
362,1,5.0,964982588,25.0
2099,1,4.0,964982588,0.5
2470,1,5.0,964982588,0.5
2617,1,2.0,964982588,0.5
1552,1,4.0,964982620,32.0
1676,1,3.0,964982620,0.5
2450,1,4.0,964982620,0.5
2641,1,5.0,964982620,0.5
552,1,4.0,964982653,33.0
736,1,3.0,964982653,0.5
1031,1,5.0,964982653,0.5
1377,1,3.0,964982653,0.5
2094,1,5.0,964982653,0.5
1023,1,5.0,964982681,28.0
1,1,4.0,964982703,22.0
1282,1,5.0,964982703,0.5
2761,1,5.0,964982703,0.5
2899,1,5.0,964982703,0.5
1025,1,5.0,964982791,88.0
1032,1,5.0,964982791,0.5
2048,1,5.0,964982791,0.5
2137,1,5.0,964982791,0.5
2139,1,5.0,964982791,0.5
3034,1,5.0,964982791,0.5
596,1,5.0,964982838,47.0
661,1,5.0,964982838,0.5
2078,1,5.0,964982838,0.5
2090,1,5.0,964982838,0.5
2096,1,4.0,964982838,0.5
2141,1,5.0,964982838,0.5
1029,1,5.0,964982855,17.0
1024,1,5.0,964982876,21.0
2116,1,5.0,964982876,0.5
1030,1,3.0,964982903,27.0
2033,1,5.0,964982903,0.5
4006,1,4.0,964982903,0.5
50,1,5.0,964982931,28.0
608,1,5.0,964982931,0.5
1089,1,5.0,964982951,20.0
1213,1,5.0,964982951,0.5
1617,1,5.0,964982951,0.5
296,1,3.0,964982967,16.0
2268,1,4.0,964982989,22.0
2580,1,5.0,964983000,11.0
1396,1,3.0,964983017,17.0
1804,1,5.0,964983034,17.0
2985,1,4.0,964983034,0.5
1620,1,4.0,964983056,22.0
1805,1,4.0,964983056,0.5
2616,1,4.0,964983080,24.0
2389,1,2.0,964983094,14.0
3247,1,3.0,964983108,14.0
2387,1,5.0,964983123,15.0
954,1,5.0,964983219,96.0
1208,1,4.0,964983250,31.0
2329,1,5.0,964983263,13.0
2959,1,5.0,964983282,19.0
1348,1,4.0,964983393,0.5
2644,1,4.0,964983393,0.5
2654,1,5.0,964983393,0.5
1258,1,3.0,964983414,21.0
1278,1,5.0,964983414,0.5
2459,1,5.0,964983414,0.5
2648,1,4.0,964983414,0.5
2716,1,5.0,964983414,0.5
2657,1,3.0,964983426,12.0
1092,1,5.0,964983484,58.0
3386,1,5.0,964983484,0.5
1625,1,5.0,964983504,20.0
3176,1,1.0,964983504,0.5
1644,1,3.0,964983536,32.0
3273,1,5.0,964983536,0.5
2338,1,2.0,964983546,10.0
1265,1,4.0,964983599,53.0
943,1,4.0,964983614,15.0
1226,1,5.0,964983618,4.0
163,1,5.0,964983650,32.0
2291,1,5.0,964983664,14.0
1270,1,5.0,964983705,41.0
1240,1,5.0,964983723,18.0
1206,1,5.0,964983737,14.0
3702,1,5.0,964983737,0.5
3033,1,5.0,964983762,25.0
593,1,4.0,964983793,31.0
47,1,5.0,964983815,22.0
2353,1,5.0,964983861,46.0
3147,1,5.0,964983873,12.0
5060,1,5.0,964984002,0.5
1090,1,4.0,964984018,16.0
1224,1,5.0,964984018,0.5
151,1,5.0,964984041,23.0
3448,1,5.0,964984054,13.0
780,1,3.0,964984086,32.0
1298,1,5.0,964984086,0.5
3053,1,5.0,964984086,0.5
157,1,5.0,964984100,14.0
1445,1,3.0,964984112,12.0
553,1,5.0,964984153,41.0
2478,1,4.0,964984169,16.0
2012,1,4.0,964984176,7.0
79132,2,4.0,1445714841,6.0
131724,2,5.0,1445714851,10.0
115713,2,3.5,1445714854,3.0
99114,2,3.5,1445714874,20.0
112552,2,4.0,1445714882,8.0
3578,2,4.0,1445714885,3.0
91529,2,3.5,1445714891,6.0
74458,2,4.0,1445714926,35.0
91658,2,2.5,1445714938,12.0
77455,2,3.0,1445714941,3.0
6874,2,4.0,1445714952,11.0
8798,2,3.5,1445714960,8.0
106782,2,5.0,1445714966,6.0
71535,2,3.0,1445714974,8.0
60756,2,5.0,1445714980,6.0
46970,2,4.0,1445715013,33.0
333,2,4.0,1445715029,16.0
48516,2,4.0,1445715064,35.0
58559,2,4.5,1445715141,77.0
109487,2,3.0,1445715145,4.0
68157,2,4.5,1445715154,9.0
86345,2,4.0,1445715166,12.0
80906,2,5.0,1445715172,6.0
89774,2,5.0,1445715189,17.0
1704,2,4.5,1445715228,39.0
122882,2,5.0,1445715272,44.0
114060,2,2.0,1445715276,4.0
80489,2,4.5,1445715340,64.0
1371,3,3.0,1306463561,2.0
914,3,0.5,1306463567,6.0
1263,3,0.5,1306463569,2.0
2080,3,0.5,1306463572,3.0
31,3,0.5,1306463578,6.0
720,3,0.5,1306463595,17.0
3703,3,5.0,1306463603,8.0
849,3,5.0,1306463611,8.0
647,3,0.5,1306463619,8.0
1272,3,0.5,1306463624,5.0
1093,3,0.5,1306463627,3.0
2288,3,4.0,1306463631,4.0
3210,3,0.5,1306463638,7.0
6835,3,5.0,1306463670,32.0
7991,3,5.0,1306463684,14.0
5746,3,5.0,1306463708,24.0
5181,3,5.0,1306463718,10.0
4518,3,5.0,1306463770,52.0
70946,3,5.0,1306463815,45.0
5919,3,5.0,1306463825,10.0
2851,3,5.0,1306463925,100.0
26409,3,4.5,1306463993,68.0
1587,3,4.5,1306464003,10.0
5764,3,4.5,1306464021,18.0
7899,3,4.5,1306464036,15.0
3024,3,4.5,1306464054,18.0
2018,3,0.5,1306464175,11.0
1302,3,0.5,1306464189,14.0
6238,3,0.5,1306464204,15.0
1124,3,0.5,1306464216,12.0
688,3,0.5,1306464228,12.0
3949,3,0.5,1306464245,17.0
2090,3,0.5,1306464261,16.0
527,3,0.5,1306464275,14.0
5048,3,0.5,1306464284,9.0
2424,3,0.5,1306464293,9.0
902,4,4.0,945078446,18.0
417,4,2.0,945078467,21.0
1304,4,3.0,945078467,0.5
2351,4,4.0,945078467,0.5
2959,4,2.0,945078528,61.0
2712,4,2.0,945078542,14.0
162,4,5.0,945078571,29.0
599,4,2.0,945078587,16.0
759,4,3.0,945078601,14.0
538,4,5.0,945078636,35.0
368,4,4.0,945078690,54.0
1283,4,5.0,945078690,0.5
2019,4,2.0,945078690,0.5
2921,4,4.0,945078708,18.0
2583,4,5.0,945078863,49.0
1079,4,2.0,945078946,83.0
2973,4,2.0,945078946,0.5
1199,4,2.0,945078967,21.0
1967,4,5.0,945078967,0.5
2692,4,5.0,945079013,46.0
2076,4,4.0,945079052,39.0
215,4,5.0,945079078,26.0
509,4,1.0,945079106,28.0
800,4,4.0,945079106,0.5
1733,4,5.0,945079143,37.0
2390,4,5.0,945079164,21.0
319,4,5.0,945079182,18.0
1025,4,4.0,945079232,50.0
190,4,2.0,945079259,27.0
260,4,5.0,945079259,0.5
457,4,5.0,945079259,0.5
1084,4,5.0,945079259,0.5
553,4,2.0,945079301,42.0
919,4,5.0,945079521,38.0
2078,4,5.0,945079521,0.5
1282,4,5.0,945079653,0.5
1288,4,4.0,945079653,0.5
1947,4,5.0,945079653,0.5
588,4,4.0,945079670,17.0
914,4,5.0,945079670,0.5
1213,4,4.0,945079729,59.0
2203,4,4.0,945079729,0.5
1449,4,5.0,945079767,38.0
1517,4,4.0,945079790,23.0
2683,4,4.0,945079790,0.5
904,4,4.0,945079837,47.0
1617,4,2.0,945079837,0.5
2467,4,4.0,945079858,21.0
492,4,5.0,945079872,14.0
1732,4,4.0,945079889,17.0
648,4,3.0,945079906,17.0
1597,4,1.0,945079906,0.5
3044,4,5.0,945079920,14.0
1719,4,4.0,945079956,36.0
2571,4,1.0,945173385,35.0
47,4,2.0,945173425,40.0
32,4,2.0,945173447,22.0
1466,4,4.0,945173492,45.0
235,4,2.0,945173513,21.0
2770,4,2.0,945173553,40.0
920,4,5.0,945173602,49.0
1046,4,5.0,945173654,52.0
1077,4,5.0,945173692,38.0
1391,4,1.0,945173766,74.0
912,4,5.0,945173902,0.5
910,4,5.0,945173989,87.0
1250,4,5.0,945174008,19.0
2186,4,5.0,945174008,0.5
1203,4,5.0,945174025,17.0
222,4,1.0,945629040,25.0
345,4,4.0,945629063,23.0
2282,4,1.0,945629238,59.0
3365,4,5.0,964538329,86.0
3508,4,5.0,964538351,22.0
58,4,3.0,964538444,93.0
265,4,5.0,964538468,24.0
342,4,5.0,964538500,32.0
1094,4,3.0,964538500,0.5
1188,4,5.0,964538500,0.5
930,4,5.0,964538571,71.0
1259,4,4.0,964538728,0.5
1196,4,5.0,964538763,35.0
1197,4,5.0,964538763,0.5
1291,4,4.0,964538763,0.5
539,4,1.0,964538832,69.0
3175,4,1.0,964538930,98.0
2336,4,2.0,964538964,34.0
3160,4,4.0,964539121,36.0
2858,4,5.0,964539140,19.0
1179,4,4.0,964539180,40.0
1211,4,1.0,964539205,25.0
1734,4,3.0,964539357,31.0
3386,4,4.0,964539395,38.0
1892,4,2.0,964539431,36.0
1086,4,5.0,964539723,95.0
1103,4,5.0,964539723,0.5
3176,4,4.0,964539771,48.0
3204,4,4.0,964539828,57.0
2174,4,5.0,964539855,27.0
593,4,5.0,964539986,25.0
2762,4,4.0,964539986,0.5
608,4,5.0,964540008,22.0
2204,4,5.0,964540008,0.5
1057,4,3.0,964540578,73.0
176,4,5.0,964622565,78.0
2324,4,1.0,964622590,25.0
2359,4,4.0,964622590,0.5
1885,4,3.0,964622617,27.0
1883,4,4.0,964622642,25.0
232,4,5.0,964622684,42.0
1265,4,4.0,964622684,0.5
1966,4,2.0,964622684,0.5
2599,4,5.0,964622684,0.5
892,4,4.0,964622714,30.0
1914,4,4.0,964622714,0.5
125,4,5.0,964622758,44.0
1641,4,4.0,964622758,0.5
3358,4,3.0,964622758,0.5
52,4,3.0,964622786,28.0
348,4,4.0,964622786,0.5
1500,4,4.0,964622830,44.0
2395,4,3.0,964623306,0.5
3255,4,4.0,964623306,0.5
898,4,5.0,964623347,41.0
2997,4,4.0,986848610,1.0
4074,4,3.0,986848665,55.0
4144,4,3.0,986848685,20.0
4239,4,5.0,986848685,0.5
4166,4,3.0,986848700,15.0
4034,4,5.0,986848753,53.0
106,4,4.0,986848784,31.0
450,4,2.0,986848828,44.0
4020,4,3.0,986848856,28.0
247,4,3.0,986848894,38.0
2628,4,1.0,986848894,0.5
3489,4,1.0,986848908,14.0
126,4,1.0,986848920,12.0
1860,4,2.0,986849001,81.0
1266,4,4.0,986849037,36.0
937,4,3.0,986849085,48.0
3996,4,4.0,986849130,45.0
3911,4,3.0,986849149,19.0
4033,4,4.0,986849149,0.5
3967,4,4.0,986849164,15.0
3851,4,5.0,986849180,16.0
4021,4,4.0,986849180,0.5
4027,4,3.0,986849201,21.0
3538,4,2.0,986849212,11.0
4029,4,3.0,986849226,14.0
3408,4,4.0,986849238,12.0
4014,4,1.0,986849254,16.0
3317,4,4.0,986934498,33.0
1080,4,5.0,986934696,71.0
2150,4,5.0,986934738,42.0
1916,4,1.0,986934786,48.0
1968,4,4.0,986934786,0.5
1060,4,2.0,986934819,33.0
4002,4,3.0,986934819,0.5
1279,4,2.0,986934832,13.0
1923,4,3.0,986934870,38.0
2926,4,5.0,986934870,0.5
3060,4,4.0,986934884,14.0
351,4,3.0,986934901,17.0
4121,4,4.0,986934901,0.5
441,4,1.0,986934915,14.0
2874,4,4.0,986935016,0.5
45,4,3.0,986935047,31.0
3591,4,1.0,986935199,0.5
708,4,4.0,986935230,31.0
1580,4,3.0,986935244,14.0
2406,4,4.0,986935302,58.0
2145,4,3.0,986935328,26.0
3809,4,3.0,986936207,7.0
4260,4,2.0,1007569424,0.5
4967,4,5.0,1007569424,0.5
4765,4,5.0,1007569445,21.0
4881,4,3.0,1007569445,0.5
4252,4,3.0,1007569465,20.0
4308,4,1.0,1007569465,0.5
4902,4,4.0,1007569465,0.5
4641,4,1.0,1007569586,0.5
4381,4,3.0,1007574509,39.0
4741,4,3.0,1007574532,23.0
4896,4,4.0,1007574532,0.5
4246,4,4.0,1007574542,10.0
592,5,3.0,847434747,0.5
150,5,3.0,847434748,1.0
296,5,5.0,847434748,0.5
380,5,2.0,847434748,0.5
457,5,4.0,847434801,53.0
588,5,4.0,847434801,0.5
153,5,3.0,847434802,1.0
344,5,3.0,847434802,0.5
316,5,2.0,847434832,30.0
349,5,3.0,847434832,0.5
595,5,5.0,847434832,0.5
110,5,4.0,847434880,48.0
318,5,3.0,847434880,0.5
34,5,4.0,847434881,1.0
50,5,4.0,847434881,0.5
364,5,3.0,847434882,1.0
527,5,5.0,847434960,78.0
39,5,3.0,847434961,1.0
1,5,4.0,847434962,1.0
597,5,3.0,847434962,0.5
367,5,4.0,847435129,0.5
515,5,3.0,847435129,0.5
58,5,5.0,847435238,0.5
261,5,4.0,847435238,0.5
357,5,2.0,847435238,0.5
594,5,5.0,847435238,0.5
531,5,4.0,847435258,20.0
589,5,3.0,847435258,0.5
608,5,3.0,847435258,0.5
36,5,4.0,847435292,34.0
232,5,4.0,847435292,0.5
253,5,3.0,847435292,0.5
410,5,3.0,847435292,0.5
596,5,5.0,847435292,0.5
266,5,1.0,847435311,19.0
290,5,5.0,847435311,0.5
475,5,5.0,847435311,0.5
534,5,3.0,847435311,0.5
247,5,5.0,847435337,26.0
300,5,3.0,847435337,0.5
474,5,4.0,847435337,0.5
592,6,3.0,845553109,0.5
150,6,4.0,845553110,1.0
296,6,2.0,845553110,0.5
380,6,4.0,845553110,0.5
153,6,3.0,845553146,36.0
165,6,3.0,845553146,0.5
344,6,3.0,845553146,0.5
349,6,5.0,845553146,0.5
588,6,5.0,845553146,0.5
231,6,3.0,845553174,28.0
316,6,5.0,845553174,0.5
457,6,5.0,845553174,0.5
593,6,4.0,845553174,0.5
595,6,5.0,845553174,0.5
318,6,5.0,845553200,26.0
329,6,4.0,845553200,0.5
356,6,5.0,845553200,0.5
434,6,4.0,845553200,0.5
480,6,5.0,845553200,0.5
10,6,3.0,845553253,53.0
161,6,3.0,845553253,0.5
208,6,3.0,845553253,0.5
292,6,4.0,845553253,0.5
339,6,4.0,845553253,0.5
110,6,5.0,845553283,30.0
185,6,3.0,845553283,0.5
253,6,3.0,845553283,0.5
288,6,2.0,845553283,0.5
454,6,4.0,845553283,0.5
47,6,4.0,845553317,34.0
364,6,5.0,845553317,0.5
367,6,4.0,845553317,0.5
377,6,5.0,845553317,0.5
589,6,3.0,845553317,0.5
34,6,4.0,845553354,37.0
410,6,3.0,845553354,0.5
500,6,5.0,845553354,0.5
597,6,4.0,845553354,0.5
50,6,1.0,845553381,27.0
225,6,4.0,845553381,0.5
587,6,5.0,845553381,0.5
19,6,2.0,845553382,1.0
21,6,2.0,845553382,0.5
32,6,4.0,845553426,44.0
527,6,3.0,845553426,0.5
539,6,3.0,845553426,0.5
160,6,5.0,845553457,31.0
266,6,3.0,845553457,0.5
317,6,4.0,845553457,0.5
357,6,3.0,845553457,0.5
440,6,4.0,845553457,0.5
11,6,4.0,845553489,32.0
350,6,5.0,845553489,0.5
432,6,5.0,845553489,0.5
435,6,3.0,845553489,0.5
2,6,4.0,845553522,33.0
282,6,3.0,845553522,0.5
315,6,4.0,845553522,0.5
474,6,4.0,845553522,0.5
509,6,3.0,845553522,0.5
17,6,4.0,845553559,37.0
95,6,4.0,845553559,0.5
236,6,4.0,845553559,0.5
553,6,5.0,845553559,0.5
141,6,4.0,845553586,27.0
151,6,4.0,845553586,0.5
196,6,3.0,845553586,0.5
337,6,5.0,845553586,0.5
508,6,4.0,845553586,0.5
186,6,3.0,845553619,33.0
204,6,3.0,845553619,0.5
252,6,4.0,845553619,0.5
736,6,5.0,845553619,0.5
62,6,4.0,845553660,41.0
158,6,4.0,845553660,0.5
293,6,3.0,845553660,0.5
25,6,3.0,845553695,35.0
168,6,5.0,845553695,0.5
261,6,4.0,845553695,0.5
36,6,5.0,845553726,31.0
256,6,3.0,845553726,0.5
265,6,3.0,845553726,0.5
353,6,4.0,845553726,0.5
368,6,5.0,845553726,0.5
6,6,4.0,845553757,31.0
105,6,3.0,845553757,0.5
333,6,5.0,845553757,0.5
224,6,3.0,845553794,37.0
370,6,4.0,845553794,0.5
485,6,3.0,845553794,0.5
515,6,4.0,845553794,0.5
16,6,4.0,845553819,25.0
31,6,3.0,845553819,0.5
355,6,4.0,845553819,0.5
497,6,3.0,845553819,0.5
594,6,4.0,845553819,0.5
277,6,5.0,845553844,25.0
466,6,2.0,845553844,0.5
520,6,3.0,845553844,0.5
608,6,3.0,845553844,0.5
22,6,5.0,845553875,31.0
237,6,4.0,845553875,0.5
273,6,3.0,845553875,0.5
552,6,3.0,845553875,0.5
45,6,3.0,845553907,32.0
163,6,3.0,845553907,0.5
276,6,4.0,845553907,0.5
468,6,4.0,845553907,0.5
5,6,5.0,845553938,31.0
181,6,3.0,845553938,0.5
342,6,3.0,845553938,0.5
348,6,3.0,845553938,0.5
145,6,4.0,845553966,28.0
230,6,5.0,845553966,0.5
112,6,4.0,845553994,28.0
218,6,2.0,845553994,0.5
362,6,3.0,845553994,0.5
381,6,3.0,845553994,0.5
207,6,4.0,845554024,30.0
222,6,4.0,845554024,0.5
327,6,1.0,845554062,38.0
455,6,3.0,845554062,0.5
616,6,5.0,845554062,0.5
216,6,4.0,845554099,37.0
303,6,3.0,845554099,0.5
475,6,4.0,845554099,0.5
540,6,3.0,845554099,0.5
543,6,3.0,845554099,0.5
371,6,3.0,845554141,42.0
477,6,4.0,845554141,0.5
491,6,4.0,845554141,0.5
596,6,3.0,845554141,0.5
234,6,2.0,845554176,35.0
257,6,5.0,845554176,0.5
494,6,3.0,845554176,0.5
419,6,3.0,845554224,48.0
532,6,3.0,845554224,0.5
60,6,4.0,845554263,39.0
170,6,3.0,845554263,0.5
248,6,5.0,845554263,0.5
7,6,4.0,845554264,1.0
3,6,5.0,845554296,32.0
374,6,3.0,845554296,0.5
531,6,3.0,845554296,0.5
281,6,4.0,845554320,24.0
383,6,3.0,845554320,0.5
4,6,3.0,845554349,29.0
104,6,4.0,845554349,0.5
546,6,2.0,845554349,0.5
267,6,3.0,845554376,27.0
361,6,4.0,845554376,0.5
708,6,4.0,845554376,0.5
24,6,4.0,845554397,21.0
382,6,3.0,845554397,0.5
415,6,4.0,845554420,23.0
195,6,4.0,845554455,35.0
289,6,3.0,845554455,0.5
351,6,4.0,845554455,0.5
502,6,3.0,845554455,0.5
174,6,3.0,845554479,24.0
524,6,3.0,845554479,0.5
15,6,4.0,845554505,26.0
412,6,3.0,845554505,0.5
437,6,3.0,845554505,0.5
489,6,3.0,845554505,0.5
542,6,4.0,845554524,19.0
46,6,4.0,845554551,27.0
262,6,5.0,845554551,0.5
426,6,3.0,845554551,0.5
537,6,3.0,845554551,0.5
93,6,4.0,845554584,33.0
490,6,3.0,845554584,0.5
783,6,5.0,845554584,0.5
802,6,4.0,845554584,0.5
314,6,5.0,845554603,19.0
405,6,3.0,845554603,0.5
516,6,4.0,845554908,1.0
548,6,3.0,845554908,0.5
177,6,3.0,845554931,23.0
191,6,2.0,845554931,0.5
41,6,4.0,845554962,31.0
366,6,3.0,845554962,0.5
416,6,3.0,845554962,0.5
135,6,3.0,845554987,25.0
239,6,3.0,845554987,0.5
378,6,3.0,845554987,0.5
159,6,3.0,845555006,19.0
180,6,2.0,845555006,0.5
762,6,1.0,845555006,0.5
140,6,3.0,845555024,18.0
450,6,4.0,845555024,0.5
606,6,3.0,845555024,0.5
332,6,3.0,845555046,22.0
637,6,4.0,845555046,0.5
747,6,3.0,845555046,0.5
65,6,3.0,845555070,24.0
575,6,3.0,845555070,0.5
330,6,3.0,845555071,1.0
360,6,3.0,845555094,23.0
89,6,4.0,845555124,30.0
445,6,3.0,845555124,0.5
66,6,3.0,845555151,27.0
100,6,3.0,845555151,0.5
274,6,4.0,845555151,0.5
312,6,1.0,845555151,0.5
647,6,4.0,845555151,0.5
258,6,3.0,845555172,21.0
270,6,3.0,845555172,0.5
343,6,3.0,845555172,0.5
493,6,3.0,845555172,0.5
271,6,4.0,845555249,77.0
709,6,5.0,845555249,0.5
340,6,4.0,845555265,16.0
358,6,3.0,845555265,0.5
631,6,4.0,845555265,0.5
8,6,3.0,845555281,16.0
460,6,3.0,845555281,0.5
87,6,3.0,845555300,19.0
347,6,3.0,845555300,0.5
628,6,3.0,845555300,0.5
76,6,4.0,845555317,17.0
505,6,3.0,845555317,0.5
711,6,4.0,845555317,0.5
126,6,3.0,845555342,25.0
569,6,4.0,845555342,0.5
609,6,4.0,845555342,0.5
667,6,3.0,845555342,0.5
26,6,4.0,845555362,20.0
179,6,1.0,845555362,0.5
640,6,1.0,845555362,0.5
217,6,3.0,845555382,20.0
352,6,3.0,845555382,0.5
27,6,3.0,845555402,20.0
54,6,4.0,845555402,0.5
171,6,3.0,845555402,0.5
354,6,4.0,845555402,0.5
102,6,1.0,845555436,34.0
279,6,3.0,845555436,0.5
302,6,3.0,845555436,0.5
61,6,4.0,845555454,18.0
92,6,4.0,845555454,0.5
1084,6,3.0,845555454,0.5
205,6,3.0,845555477,23.0
469,6,4.0,845555477,0.5
818,6,3.0,845555514,37.0
838,6,4.0,845555514,0.5
304,6,4.0,845555546,32.0
313,6,3.0,845555546,0.5
458,6,3.0,845555546,0.5
510,6,3.0,845555546,0.5
240,6,3.0,845555571,25.0
291,6,3.0,845555571,0.5
704,6,3.0,845555571,0.5
1073,6,3.0,845555571,0.5
13,6,3.0,845555588,17.0
243,6,3.0,845555588,0.5
250,6,4.0,845555588,0.5
43,6,4.0,845555607,19.0
146,6,4.0,845555607,0.5
472,6,3.0,845555632,25.0
765,6,3.0,845555632,0.5
254,6,3.0,845555655,23.0
799,6,3.0,845555656,1.0
842,6,3.0,845555675,19.0
88,6,2.0,845555694,19.0
694,6,3.0,845555694,0.5
719,6,2.0,845555694,0.5
852,6,4.0,845555694,0.5
310,6,3.0,845556119,13.0
839,6,3.0,845556120,1.0
86,6,5.0,845556131,11.0
219,6,3.0,845556131,0.5
662,6,3.0,845556147,16.0
700,6,4.0,845556147,0.5
212,6,4.0,845556181,34.0
536,6,3.0,845556181,0.5
880,6,3.0,845556181,0.5
801,6,3.0,845556194,13.0
835,6,4.0,845556194,0.5
830,6,5.0,845556222,28.0
336,6,3.0,845556223,1.0
710,6,3.0,845556223,0.5
189,6,3.0,845556241,18.0
837,6,3.0,845556241,0.5
891,6,3.0,845556241,0.5
113,6,3.0,845556257,16.0
251,6,3.0,845556257,0.5
1082,6,4.0,845556278,21.0
201,6,3.0,845556290,12.0
210,6,4.0,845556310,20.0
996,6,4.0,845556323,13.0
848,6,4.0,845556340,17.0
881,6,3.0,845556340,0.5
697,6,3.0,845556378,38.0
359,6,3.0,845556412,34.0
867,6,3.0,845556412,0.5
999,6,2.0,845556412,0.5
888,6,3.0,845556448,36.0
775,6,3.0,845556462,14.0
1042,6,3.0,845556462,0.5
986,6,4.0,845556475,13.0
795,6,3.0,845556506,31.0
1004,6,4.0,845556506,0.5
981,6,3.0,845556567,61.0
1064,6,4.0,845556579,12.0
1049,6,5.0,845556694,0.5
991,6,4.0,845556808,0.5
1061,6,4.0,845556860,52.0
780,6,5.0,845556915,55.0
2683,7,2.0,1106635420,4.0
1584,7,5.0,1106635423,3.0
1610,7,4.0,1106635429,6.0
1923,7,1.5,1106635444,15.0
1208,7,4.0,1106635462,18.0
1220,7,4.5,1106635464,2.0
1917,7,4.0,1106635484,20.0
1517,7,3.5,1106635489,5.0
1219,7,5.0,1106635496,7.0
3114,7,4.5,1106635500,4.0
1101,7,4.0,1106635502,2.0
58,7,3.0,1106635520,18.0
4306,7,4.0,1106635524,4.0
466,7,5.0,1106635532,8.0
2640,7,3.0,1106635540,8.0
2353,7,3.5,1106635625,85.0
3793,7,3.5,1106635630,5.0
3977,7,2.5,1106635635,5.0
2529,7,5.0,1106635640,5.0
