id,title,rating,rt
1618494764740,The Ballad of Buster Scruggs (2018),like,184
1618494764740,The Lion King (2019),like,160
1618494764740,Why Him? (2016),like,255
1618494764740,Independence Day: Resurgence (2016),like,248
1618494764740,Rampage (2018),like,200
1618494764740,Fast & Furious Presents: Hobbs & Shaw (2019),like,544
1618494764740,6 Underground (2019),like,193
1618494764740,Life (2017),like,175
1618494764740,Don't Breathe (2016),like,179
1618494764740,Coco (2017),like,165
1618494764740,Deadpool (2016),like,1409
1618494764740,Bohemian Rhapsody (2018),like,223
1618494764740,The Equalizer 2 (2018),like,192
1618494764740,Captain America: Civil War (2016),like,184
1618494764740,The 5th Wave (2016),like,736
1618494764740,Molly's Game (2017),like,208
1618494764740,Zombieland: Double Tap (2019),like,200
1618494764740,Mulan (2020),like,176
1618494764740,Jojo Rabbit (2019),like,816
1618494764740,Green Book (2018),like,313
1618494764740,Dirty Grandpa (2016),like,207
1618494764740,Red Sparrow (2018),like,208
1618494764740,What Happened to Monday (2017),like,392
1618494764740,You Were Never Really Here (2017),like,218
1618494764740,Avengers: Endgame (2019),like,206
1618494764740,X-Men: Dark Phoenix (2019),like,936
1618494764740,Jack Reacher: Never Go Back (2016),like,248
1618494764740,Central Intelligence (2016),like,192
1618494764740,Kingsman: The Golden Circle (2017),like,224
1618494764740,Hacksaw Ridge (2016),like,255
1618494764740,Justice League (2017),like,585
1618494764740,Justice League (2017),like,240
1618494764740,Black Panther (2018),like,223
1618494764740,The Accountant (2016),like,216
1619680867999,Sausage Party (2016),like,9492
1619680867999,The Edge of Seventeen (2016),dislike,654
1619680867999,Assassin's Creed (2016),like,423
1619680867999,Triple Frontier (2019),dislike,360
1619680867999,How to Train Your Dragon: The Hidden World (2019),like,307
1619680867999,First Man (2018),skip,406
1619680867999,BlacKkKlansman (2018),like,392
1619680867999,Finding Dory (2016),skip,373
1620112430001,Nerve (2016),skip,55663
1620112430001,10 Cloverfield Lane (2016),skip,59941
1620112430001,Dunkirk (2017),skip,63427
1620112430001,Star Trek Beyond (2016),skip,66270
1620112430001,The Mule (2018),skip,68966
1620112430001,Why Him? (2016),skip,70367
1620112430001,Moonlight (2016),skip,71751
1620112430001,Guardians of the Galaxy Vol. 2 (2017),skip,73479
1620112430001,Life (2017),skip,74888
1620112430001,Okja (2017),skip,76383
1620112430001,Pokémon Detective Pikachu (2019),skip,77816
1620112430001,Crazy Rich Asians (2018),skip,79679
1620112430001,Darkest Hour (2017),skip,82079
1620112430001,A Simple Favor (2018),skip,83375
1620112430001,Logan Lucky (2017),skip,84599
1620112430001,Passengers (2016),skip,85807
1620112430001,The Founder (2016),skip,86991
1620112430001,Shazam! (2019),like,89232
1620112430001,The Fate of the Furious (2017),skip,1679
1620112430001,Bohemian Rhapsody (2018),skip,1416
1620112430001,Atomic Blonde (2017),skip,1592
1620112430001,Assassin's Creed (2016),skip,1530
1620112430001,A Quiet Place (2018),skip,1454
1620112430001,Thor: Ragnarok (2017),skip,1520
1620112430001,Hacksaw Ridge (2016),skip,2007
1620112430001,The Legend of Tarzan (2016),skip,2457
1620112430001,Annabelle: Creation (2017),dislike,2195
1620112430001,Jumanji: Welcome to the Jungle (2017),skip,1901
1620112430001,Beauty and the Beast (2017),skip,1945
1620112430001,The Foreigner (2017),skip,1111
1620112430001,War Dogs (2016),skip,1304
1620112430001,Now You See Me 2 (2016),skip,1664
1620112430001,The Nun (2018),skip,1223
1620112430001,Once Upon a Time... In Hollywood (2019),like,2668
1620112430001,Captain Fantastic (2016),skip,1799
1620112430001,Lady Bird (2017),skip,1477
1620112430001,The Girl on the Train (2016),skip,1081
1620112430001,The Gentlemen (2019),skip,864
1620112430001,Doctor Sleep (2019),like,2684
1620112430001,El Camino: A Breaking Bad Movie (2019),skip,1963
1620112430001,Tomb Raider (2018),skip,1904
1620112430001,The Mummy (2017),skip,1560
1620112430001,Phantom Thread (2017),skip,1160
1620112430001,Ralph Breaks the Internet (2018),skip,1113
1620112430001,Dangal (2016),skip,986
1620112430001,King Arthur: Legend of the Sword (2017),skip,1181
1620112430001,Murder on the Orient Express (2017),skip,1065
1620112430001,Murder Mystery (2019),skip,1050
1620112430001,Justice League (2017),skip,1800
1620112430001,Wonder (2017),skip,1005
1620112430001,Tag (2018),skip,1081
1620112430001,Hidden Figures (2016),skip,1006
1620112430001,13 Hours (2016),skip,988
1620112430001,Kung Fu Panda 3 (2016),skip,1181
1620112430001,Maze Runner: The Death Cure (2018),skip,1128
1620112430001,Aladdin (2019),skip,1514
1620112430001,Bright (2017),skip,958
1620112430001,Fantastic Beasts and Where to Find Them (2016),skip,1864
1620112430001,John Wick: Chapter 2 (2017),skip,1074
1620112430001,Green Book (2018),skip,877
1620112430001,The Post (2017),skip,817
1620112430001,Coco (2017),skip,840
1620112430001,Bird Box (2018),skip,922
1620112430001,Little Women (2019),skip,1989
1620112430001,Knives Out (2019),dislike,1984
1620112430001,Bad Moms (2016),skip,1128
1620112430001,Yesterday (2019),skip,944
1620112430001,Mulan (2020),dislike,1761
1620112430001,Venom (2018),skip,1351
1620112430001,Hush (2016),skip,976
1620112430001,Star Wars: episode VIII - The Last Jedi (2017),dislike,1808
1620112430001,The Ballad of Buster Scruggs (2018),skip,1169
1620112430001,Skyscraper (2018),skip,2064
1620112430001,Birds of Prey (2020),dislike,1911
1620112430001,The Lion King (2019),skip,1536
1620112430001,La La Land (2016),skip,921
1620112430001,Dirty Grandpa (2016),skip,895
1620112430001,Sully (2016),skip,864
1620112430001,Deadpool (2016),like,2259
1620112430001,Spider-Man: Far from Home (2019),skip,1566
1620115022822,The Conjuring 2 (2016),like,36591
1620115022822,Split (2016),like,5532
1620115022822,Upgrade (2018),like,4902
1620115022822,Ghost in the Shell (2017),skip,4055
1620115086027,A Quiet Place (2018),skip,5898
1620115086027,King Arthur: Legend of the Sword (2017),like,9634
1620115086027,Pacific Rim: Uprising (2018),like,2966
1620115086027,BlacKkKlansman (2018),skip,2140
1620115086027,The Nice Guys (2016),like,2799
1620115086027,The Girl on the Train (2016),like,2616
1620115086027,Lady Bird (2017),skip,2515
1620115086027,Mother! (2017),dislike,3816
1620115086027,Rocketman (2019),like,1723
1620115086027,La La Land (2016),skip,1964
1620115086027,Bright (2017),skip,2598
1620115086027,The Nun (2018),dislike,2061
1620115086027,Allegiant (2016),like,3304
1620115086027,Sing (2016),skip,1815
1620115086027,The Founder (2016),like,1695
1620115086027,Valerian and the City of a Thousand Planets (2017),skip,2684
1620115086027,Dunkirk (2017),like,2556
1620115086027,The Killing of a Sacred Deer (2017),skip,1915
1620115086027,Marriage Story (2019),skip,1849
1620115086027,Triple Frontier (2019),skip,1037
1620115086027,The Predator (2018),like,1967
1620115086027,Spider-Man: Far from Home (2019),skip,3248
1620115086027,Crazy Rich Asians (2018),like,1546
1620115086027,Nocturnal Animals (2016),skip,2265
1620115086027,Hereditary (2018),skip,1189
1620115086027,Soul (2020),skip,1780
1620115086027,Darkest Hour (2017),skip,1868
1620115086027,Atomic Blonde (2017),like,1954
1620115086027,The Accountant (2016),like,2096
1620115086027,The Promise (2016),skip,2489
1620115086027,Murder Mystery (2019),skip,1283
1620115086027,Captain Fantastic (2016),skip,2047
1620115086027,The Jungle Book (2016),like,1982
1620115086027,Ready Player One (2018),like,1684
1620115086027,The Favourite (2018),skip,1919
1620115086027,The Dark Tower (2017),like,2497
1620115086027,Baby Driver (2017),skip,1886
1620115086027,The Meg (2018),like,1433
1620115086027,The Great Wall (2016),skip,1752
1620115086027,Avengers: Endgame (2019),skip,1401
1620115086027,Beauty and the Beast (2017),skip,1595
1620115086027,Happy Death Day (2017),like,1737
1620115086027,Thor: Ragnarok (2017),dislike,2100
1620115086027,The Gentlemen (2019),skip,2377
1620115086027,Uncut Gems (2019),skip,1602
1620115086027,The Hitman's Bodyguard (2017),skip,1405
1620115086027,The Edge of Seventeen (2016),skip,1646
1620115086027,Moonlight (2016),skip,1187
1620115086027,Gods of Egypt (2016),skip,1018
1620115086027,The Foreigner (2017),skip,1796
1620115086027,Men in Black: International (2019),like,1537
1620115086027,American Made (2017),like,2416
1620115086027,The Irishman (2019),skip,2551
1620115086027,Ad Astra (2019),like,1366
1620115086027,Aladdin (2019),skip,1678
1620115086027,You Were Never Really Here (2017),skip,1907
1620115086027,Coco (2017),like,1598
1620115086027,Alien: Covenant (2017),like,1587
1620115086027,Klaus (2019),skip,1565
1620115086027,The Lego Batman Movie (2017),like,4251
1620115086027,Game Night (2018),like,2462
1620115086027,The Conjuring 2 (2016),dislike,2187
1620115086027,13 Hours (2016),skip,6168
1620115086027,The Old Guard (2020),skip,2531
1620115086027,1917 (2019),like,1452
1620115086027,Godzilla: King of the Monsters (2019),skip,1869
1620115086027,Deepwater Horizon (2016),like,2077
1620115086027,Extraction (2020),skip,1821
1620115086027,Glass (2019),like,1885
1620115086027,The Shape of Water (2017),dislike,2329
1620115086027,Now You See Me 2 (2016),like,1835
1620115086027,Assassin's Creed (2016),skip,1686
1620115086027,Dirty Grandpa (2016),like,3861
1620115086027,Zootopia (2016),like,2839
1620115086027,Jason Bourne (2016),dislike,1950
1620115086027,Phantom Thread (2017),skip,1568
1620115086027,Creed II (2018),skip,1695
1620115086027,Sausage Party (2016),dislike,1908
1620115086027,Mortal Engines (2018),like,2312
1620115086027,Rampage (2018),like,2035
1620124413208,Onward (2020),skip,14501
1620124413208,Joker (2019),skip,17089
1620124413208,The Ballad of Buster Scruggs (2018),skip,19552
1620124413208,The Legend of Tarzan (2016),skip,21719
1620124413208,Soul (2020),skip,24377
1620124413208,The Big Sick (2017),skip,26552
1620124413208,Bad Times at the El Royale (2018),skip,28559
1620124413208,El Camino: A Breaking Bad Movie (2019),skip,30444
1620124413208,Phantom Thread (2017),skip,32376
1620124413208,Baby Driver (2017),skip,34594
1620124413208,Upgrade (2018),skip,36743
1620124413208,A Quiet Place (2018),like,38394
1620124413208,War for the Planet of the Apes (2017),like,2457
1620124413208,Transformers: The Last Knight (2017),skip,1659
1620124413208,The Gentlemen (2019),skip,1424
1620124413208,Hell or High Water (2016),skip,1900
1620124413208,The Hitman's Bodyguard (2017),skip,2367
1620124413208,Jurassic World: Fallen Kingdom (2018),like,1758
1620124413208,Moonlight (2016),skip,1725
1620124413208,Ocean's Eight (2018),skip,2767
1620124413208,The Promise (2016),skip,2916
1620124413208,Wonder Woman 1984 (2020),like,1700
1620124413208,Ant-Man and the Wasp (2018),like,1542
1620124413208,Captain Fantastic (2016),skip,1750
1620124413208,Deadpool (2016),like,1216
1620124413208,Once Upon a Time... In Hollywood (2019),skip,1467
1620124413208,The Disaster Artist (2017),skip,2441
1620124413208,Godzilla: King of the Monsters (2019),skip,1867
1620124413208,Aladdin (2019),skip,1816
1620124413208,War Dogs (2016),skip,2350
1620124413208,Zombieland: Double Tap (2019),skip,3375
1620124413208,Nerve (2016),like,1834
1620124413208,Fantastic Beasts and Where to Find Them (2016),like,2074
1620124413208,Lion (2016),skip,2134
1620124413208,Okja (2017),skip,2116
1620124413208,Jumanji: Welcome to the Jungle (2017),like,1458
1620124413208,"I, Tonya (2017)",skip,1725
1620124413208,Us (2019),skip,2374
1620124413208,John Wick: Chapter 2 (2017),skip,2050
1620124413208,London Has Fallen (2016),like,1775
1620124413208,Atomic Blonde (2017),skip,1518
1620124413208,Life (2017),skip,1540
1620124413208,Dirty Grandpa (2016),skip,2683
1620124413208,Bad Moms (2016),like,1576
1620124413208,Tomb Raider (2018),skip,2349
1620124413208,Ready Player One (2018),skip,1834
1620124413208,Thor: Ragnarok (2017),like,2274
1620124413208,Pokémon Detective Pikachu (2019),skip,1634
1620124413208,How to Train Your Dragon: The Hidden World (2019),skip,2458
1620124413208,Hacksaw Ridge (2016),skip,2117
1620124413208,The Edge of Seventeen (2016),skip,2348
1620124413208,Frozen II (2019),like,1727
1620124413208,Deadpool 2 (2018),like,1974
1620124413208,BlacKkKlansman (2018),skip,2167
1620124413208,Miss Peregrine's Home for Peculiar Children (2016),skip,2023
1620124413208,American Made (2017),skip,2292
1620124413208,John Wick: Chapter 3 - Parabellum (2019),skip,1592
1620124413208,Baywatch (2017),skip,2641
1620124413208,Solo: A Star Wars Story (2018),like,3068
1620124413208,The Great Wall (2016),skip,1288
1620124413208,Passengers (2016),skip,1835
1620124413208,10 Cloverfield Lane (2016),skip,1743
1620124413208,Me Before You (2016),dislike,2010
1620124413208,X-Men: Dark Phoenix (2019),skip,3806
1620124413208,Star Wars: episode VIII - The Last Jedi (2017),like,2141
1620124413208,Jason Bourne (2016),like,2617
1620124413208,Klaus (2019),skip,1501
1620124413208,Mulan (2020),skip,1506
1620124413208,Beauty and the Beast (2017),like,1584
1620124413208,Dunkirk (2017),skip,1242
1620124413208,Vice (2018),skip,1658
1620124413208,Creed II (2018),skip,2066
1620124413208,The Boss Baby (2017),skip,1982
1620124413208,Spider-Man: Far from Home (2019),skip,3009
1620124413208,Hush (2016),skip,2465
1620124413208,Why Him? (2016),skip,2269
1620124413208,Despicable Me 3 (2017),skip,1990
1620124413208,Sausage Party (2016),skip,2552
1620124413208,Murder on the Orient Express (2017),skip,2356
1620129327801,Wonder Woman 1984 (2020),like,31208
1620129327801,John Wick: Chapter 3 - Parabellum (2019),like,847
1620129327801,Bad Moms (2016),skip,3321
1620129327801,Why Him? (2016),skip,1690
1620129327801,Little Women (2019),skip,1661
1620129327801,"I, Tonya (2017)",skip,1338
1620129327801,The Shape of Water (2017),skip,1542
1620129327801,X-Men: Apocalypse (2016),like,2148
1620129327801,Mulan (2020),like,1966
1620129327801,Lights Out (2016),like,2242
1620129327801,The Foreigner (2017),skip,1369
1620129327801,Fantastic Beasts: The Crimes of Grindelwald (2018),like,1479
1620129327801,Gods of Egypt (2016),skip,1764
1620129327801,Extraction (2020),skip,1086
1620129327801,John Wick: Chapter 2 (2017),skip,1550
1620129327801,Ant-Man and the Wasp (2018),like,1840
1620129327801,Onward (2020),skip,1777
1620129327801,"Three Billboards Outside Ebbing, Missouri (2017)",skip,1818
1620129327801,Doctor Sleep (2019),skip,1747
1620129327801,The Favourite (2018),skip,5469
1620129327801,Spider-Man: Far from Home (2019),like,1596
1620129327801,Birds of Prey (2020),skip,2055
1620129327801,Rogue One: A Star Wars Story (2016),like,2958
1620129327801,Zombieland: Double Tap (2019),skip,2785
1620129327801,Game Night (2018),skip,1151
1620129327801,Uncut Gems (2019),skip,1368
1620129327801,Yesterday (2019),skip,1126
1620129327801,Transformers: The Last Knight (2017),like,1689
1620129327801,Halloween (2018),skip,1741
1620129327801,1917 (2019),like,1595
1620129327801,Marriage Story (2019),skip,1505
1620129327801,Guardians of the Galaxy Vol. 2 (2017),like,1628
1620129327801,Toy Story 4 (2019),like,1770
1620129327801,The Gentlemen (2019),skip,1172
1620129327801,Pokémon Detective Pikachu (2019),skip,945
1620129327801,Dunkirk (2017),skip,1133
1620129327801,Ford v Ferrari (2019),skip,1037
1620129327801,The Trial of the Chicago 7 (2020),skip,946
1620129327801,6 Underground (2019),skip,1424
1620129327801,Power Rangers (2017),skip,1620
1620129327801,Jack Reacher: Never Go Back (2016),skip,977
1620129327801,Bumblebee (2018),like,2367
1620129327801,Isle of Dogs (2018),skip,1086
1620129327801,Spider-Man: Homecoming (2017),like,2344
1620129327801,The Nun (2018),skip,1338
1620129327801,War Dogs (2016),skip,713
1620129327801,Captain Marvel (2019),like,1268
1620129327801,Ralph Breaks the Internet (2018),like,1503
1620129327801,The Predator (2018),skip,1534
1620129327801,Me Before You (2016),like,2108
1620129327801,Skyscraper (2018),skip,3660
1620129327801,Atomic Blonde (2017),skip,968
1620129327801,Hacksaw Ridge (2016),skip,912
1620129327801,The Lion King (2019),like,1494
1620129327801,Kingsman: The Golden Circle (2017),skip,1054
1620129327801,American Made (2017),skip,1260
1620129327801,The Irishman (2019),skip,724
1620129327801,Star Wars: episode VIII - The Last Jedi (2017),like,1556
1620129327801,Kung Fu Panda 3 (2016),skip,1481
1620129327801,The Disaster Artist (2017),skip,613
1620129327801,10 Cloverfield Lane (2016),skip,856
1620129327801,Wind River (2017),skip,780
1620129327801,Black Panther (2018),like,1455
1620129327801,Red Sparrow (2018),like,4981
1620129327801,Alien: Covenant (2017),skip,675
1620129327801,Rampage (2018),skip,1465
1620129327801,Godzilla: King of the Monsters (2019),like,1684
1620129327801,The Boss Baby (2017),skip,1250
1620129327801,Hidden Figures (2016),skip,1116
1620129327801,Get Out (2017),like,2061
1620129327801,Once Upon a Time... In Hollywood (2019),skip,1629
1620129327801,Solo: A Star Wars Story (2018),like,1472
1620129327801,X-Men: Dark Phoenix (2019),like,1314
1620129327801,"Hail, Caesar! (2016)",skip,1422
1620129327801,The Shallows (2016),skip,945
1620129327801,Ghost in the Shell (2017),skip,857
1620129327801,The Accountant (2016),skip,913
1620129327801,The Commuter (2018),skip,929
1620129327801,El Camino: A Breaking Bad Movie (2019),skip,723
1620129327801,Ocean's Eight (2018),like,1771
1620133279218,Ant-Man and the Wasp (2018),like,7498
1620133279218,Atomic Blonde (2017),skip,2593
1620133279218,Transformers: The Last Knight (2017),skip,1563
1620133279218,King Arthur: Legend of the Sword (2017),skip,1846
1620133279218,Logan Lucky (2017),skip,1642
1620133279218,"I, Tonya (2017)",like,1273
1620133279218,The Disaster Artist (2017),dislike,2210
1620133279218,Why Him? (2016),skip,2725
1620133279218,It (2017),skip,1207
1620133279218,X-Men: Apocalypse (2016),like,2683
1620133279218,1917 (2019),skip,1467
1620133279218,Murder Mystery (2019),like,1658
1620133279218,Inferno (2016),like,2192
1620133279218,"Hail, Caesar! (2016)",skip,2483
1620133279218,Pirates of the Caribbean: Dead Men Tell No Tales (2017),like,2158
1620133279218,Tag (2018),like,1225
1620133279218,The Shape of Water (2017),skip,2191
1620133279218,The Killing of a Sacred Deer (2017),skip,1151
1620133279218,Ready Player One (2018),like,1274
1620133279218,Bad Times at the El Royale (2018),skip,1668
1620133279218,Jumanji: The Next Level (2019),like,1307
1620133279218,The Mummy (2017),skip,1392
1620133279218,Hacksaw Ridge (2016),skip,1033
1620133279218,The 5th Wave (2016),skip,933
1620133279218,Kung Fu Panda 3 (2016),skip,951
1620133279218,Me Before You (2016),skip,1391
1620133279218,The Mule (2018),skip,1016
1620133279218,Warcraft (2016),skip,1359
1620133279218,X-Men: Dark Phoenix (2019),skip,10233
1620133279218,Phantom Thread (2017),skip,1516
1620133279218,John Wick: Chapter 2 (2017),skip,1125
